experiment,disease,topic,project,gt,total,tp,fp,fn,tn,strong,possible,unlikely,errors,missing_gt,recall,precision,f1,fdr,nns,workload_reduction
model_5d_screening_priority_stable_20260507_lab_deepseek-3-2,mpox,serial_interval,11,5,27,5,7,0,15,6,6,15,0,0,1.0,0.4166666666666667,0.5882352941176471,0.5833333333333333,2.4,0.5555555555555556
model_5d_screening_priority_stable_20260507_lab_minimax2-5,covid19,fatality,4,56,345,55,164,1,125,200,19,126,0,0,0.9821428571428571,0.2511415525114155,0.39999999999999997,0.7488584474885844,3.981818181818182,0.36231884057971014
model_5d_screening_priority_stable_20260507_lab_minimax2-5,covid19,fatality,5,48,1881,48,151,0,1682,134,65,1682,1,0,1.0,0.24120603015075376,0.38866396761133604,0.7587939698492463,4.145833333333334,0.8942052099946837
model_5d_screening_single_adaptive_llmtier_20260507_boyue_kimi-k2-5,covid19,fatality,4,56,0,0,0,56,0,0,0,0,345,56,0.0,0.0,0.0,0.0,0.0,0.0
model_5d_screening_single_adaptive_llmtier_v2_20260507_lab_deepseek-3-2,covid19,fatality,4,56,345,55,177,1,112,202,30,113,0,0,0.9821428571428571,0.23706896551724138,0.3819444444444444,0.7629310344827587,4.218181818181818,0.32463768115942027
model_5d_screening_single_adaptive_llmtier_v2_20260507_lab_deepseek-3-2,covid19,fatality,5,48,1882,48,238,0,1596,162,124,1596,0,0,1.0,0.16783216783216784,0.2874251497005988,0.8321678321678322,5.958333333333333,0.8480340063761955
mpox_finalprompt_mappedraw_openrouter_dsv4pro_multi_20260508_openrouter_deepseek-deepseek-v4-pro,mpox,fatality,4,14,92,11,18,3,60,8,21,63,0,0,0.7857142857142857,0.3793103448275862,0.5116279069767441,0.6206896551724138,2.6363636363636367,0.6521739130434783
mpox_finalprompt_mappedraw_openrouter_dsv4pro_multi_20260508_openrouter_deepseek-deepseek-v4-pro,mpox,fatality,7,27,352,27,72,0,253,65,34,253,0,0,1.0,0.2727272727272727,0.42857142857142855,0.7272727272727273,3.666666666666667,0.71875
mpox_finalprompt_mappedraw_openrouter_dsv4pro_multi_20260508_openrouter_deepseek-deepseek-v4-pro,mpox,fatality,8,14,683,12,155,2,514,38,129,516,0,0,0.8571428571428571,0.0718562874251497,0.13259668508287292,0.9281437125748503,13.916666666666668,0.7525622254758418
mpox_finalprompt_mappedraw_openrouter_dsv4pro_multi_20260508_openrouter_deepseek-deepseek-v4-pro,mpox,fatality,12,16,643,16,147,0,480,28,135,480,0,0,1.0,0.09815950920245399,0.17877094972067037,0.901840490797546,10.1875,0.7465007776049767
mpox_finalprompt_mappedraw_openrouter_dsv4pro_multi_20260508_openrouter_deepseek-deepseek-v4-pro,mpox,reproduction_number,9,3,819,2,27,1,789,9,20,790,0,0,0.6666666666666666,0.06896551724137931,0.125,0.9310344827586207,14.5,0.9633699633699634
mpox_finalprompt_mappedraw_openrouter_dsv4pro_multi_20260508_openrouter_deepseek-deepseek-v4-pro,mpox,serial_interval,5,8,59,6,19,2,32,12,13,34,0,0,0.75,0.24,0.36363636363636365,0.76,4.166666666666667,0.5423728813559322
mpox_finalprompt_mappedraw_openrouter_dsv4pro_multi_20260508_openrouter_deepseek-deepseek-v4-pro,mpox,serial_interval,6,5,522,5,80,0,437,12,73,437,0,0,1.0,0.058823529411764705,0.1111111111111111,0.9411764705882353,17.0,0.8371647509578544
mpox_finalprompt_mappedraw_openrouter_dsv4pro_multi_20260508_openrouter_deepseek-deepseek-v4-pro,mpox,serial_interval,10,15,612,15,60,0,537,28,47,537,0,0,1.0,0.2,0.33333333333333337,0.8,5.0,0.8774509803921569
mpox_finalprompt_mappedraw_openrouter_dsv4pro_multi_20260508_openrouter_deepseek-deepseek-v4-pro,mpox,serial_interval,11,5,63,5,21,0,37,13,13,37,0,0,1.0,0.19230769230769232,0.32258064516129037,0.8076923076923077,5.199999999999999,0.5873015873015873
mpox_holistic_openrouter_dsv4pro_multi_20260507_openrouter_deepseek-deepseek-v4-pro,mpox,fatality,4,14,92,12,27,2,51,5,34,53,0,0,0.8571428571428571,0.3076923076923077,0.45283018867924535,0.6923076923076923,3.25,0.5543478260869565
mpox_holistic_openrouter_dsv4pro_multi_20260507_openrouter_deepseek-deepseek-v4-pro,mpox,serial_interval,5,8,59,6,24,2,27,14,16,29,0,0,0.75,0.2,0.31578947368421056,0.8,5.0,0.4576271186440678
mpox_holistic_openrouter_dsv4pro_multi_fast_20260507_openrouter_deepseek-deepseek-v4-pro,mpox,fatality,4,14,92,11,16,3,62,6,21,65,0,0,0.7857142857142857,0.4074074074074074,0.5365853658536585,0.5925925925925926,2.4545454545454546,0.6739130434782609
mpox_holistic_openrouter_dsv4pro_multi_fast_20260507_openrouter_deepseek-deepseek-v4-pro,mpox,serial_interval,5,8,59,6,17,2,34,8,15,36,0,0,0.75,0.2608695652173913,0.3870967741935483,0.7391304347826086,3.8333333333333335,0.576271186440678
mpox_mappedraw_holistic_openrouter_dsv4pro_multi_20260507_openrouter_deepseek-deepseek-v4-pro,mpox,fatality,4,14,92,7,19,7,59,8,18,66,0,0,0.5,0.2692307692307692,0.35000000000000003,0.7307692307692308,3.7142857142857144,0.6413043478260869
mpox_mappedraw_holistic_openrouter_dsv4pro_multi_20260507_openrouter_deepseek-deepseek-v4-pro,mpox,fatality,7,27,352,27,87,0,238,57,57,238,0,0,1.0,0.23684210526315788,0.38297872340425526,0.7631578947368421,4.222222222222222,0.6761363636363636
mpox_mappedraw_holistic_openrouter_dsv4pro_multi_20260507_openrouter_deepseek-deepseek-v4-pro,mpox,fatality,8,14,683,12,140,2,529,32,120,531,0,0,0.8571428571428571,0.07894736842105263,0.14457831325301204,0.9210526315789473,12.666666666666668,0.7745241581259151
mpox_mappedraw_holistic_openrouter_dsv4pro_multi_20260507_openrouter_deepseek-deepseek-v4-pro,mpox,fatality,12,16,643,15,130,1,497,29,116,498,0,0,0.9375,0.10344827586206896,0.18633540372670807,0.896551724137931,9.666666666666666,0.7729393468118196
mpox_mappedraw_holistic_openrouter_dsv4pro_multi_20260507_openrouter_deepseek-deepseek-v4-pro,mpox,reproduction_number,9,3,819,3,49,0,767,12,40,767,0,0,1.0,0.057692307692307696,0.1090909090909091,0.9423076923076923,17.333333333333332,0.9365079365079365
mpox_mappedraw_holistic_openrouter_dsv4pro_multi_20260507_openrouter_deepseek-deepseek-v4-pro,mpox,serial_interval,5,8,59,7,21,1,30,13,15,31,0,0,0.875,0.25,0.3888888888888889,0.75,4.0,0.5084745762711864
mpox_mappedraw_holistic_openrouter_dsv4pro_multi_20260507_openrouter_deepseek-deepseek-v4-pro,mpox,serial_interval,6,5,522,5,69,0,448,12,62,448,0,0,1.0,0.06756756756756757,0.12658227848101267,0.9324324324324325,14.799999999999999,0.8582375478927203
mpox_mappedraw_holistic_openrouter_dsv4pro_multi_20260507_openrouter_deepseek-deepseek-v4-pro,mpox,serial_interval,10,15,612,15,79,0,518,31,63,518,0,0,1.0,0.1595744680851064,0.27522935779816515,0.8404255319148937,6.266666666666667,0.8464052287581699
mpox_mappedraw_holistic_openrouter_dsv4pro_multi_20260507_openrouter_deepseek-deepseek-v4-pro,mpox,serial_interval,11,5,63,5,39,0,19,15,29,19,0,0,1.0,0.11363636363636363,0.20408163265306123,0.8863636363636364,8.8,0.30158730158730157
mpox_reduced997_holistic_openrouter_dsv4pro_multi_20260507_openrouter_deepseek-deepseek-v4-pro,mpox,fatality,4,14,92,9,26,5,52,8,27,57,0,0,0.6428571428571429,0.2571428571428571,0.36734693877551017,0.7428571428571429,3.8888888888888893,0.5652173913043478
mpox_reduced997_holistic_openrouter_dsv4pro_multi_20260507_openrouter_deepseek-deepseek-v4-pro,mpox,serial_interval,5,8,59,6,23,2,28,12,17,30,0,0,0.75,0.20689655172413793,0.32432432432432434,0.7931034482758621,4.833333333333333,0.4745762711864407
mpox_reduced997_holistic_openrouter_dsv4pro_multi_20260507_openrouter_deepseek-deepseek-v4-pro,mpox,serial_interval,6,5,72,5,4,0,63,5,4,63,0,0,1.0,0.5555555555555556,0.7142857142857143,0.4444444444444444,1.7999999999999998,0.875
mpox_reduced997_holistic_openrouter_dsv4pro_multi_20260507_openrouter_deepseek-deepseek-v4-pro,mpox,serial_interval,10,15,166,15,13,0,138,14,14,138,0,0,1.0,0.5357142857142857,0.6976744186046512,0.4642857142857143,1.8666666666666667,0.8313253012048193
mpox_strictnns_target_openrouter_dsv4pro_multi_20260508_openrouter_deepseek-deepseek-v4-pro,mpox,reproduction_number,9,3,819,3,29,0,787,12,20,787,0,0,1.0,0.09375,0.17142857142857143,0.90625,10.666666666666666,0.960927960927961
mpox_strictnns_target_openrouter_dsv4pro_multi_20260508_openrouter_deepseek-deepseek-v4-pro,mpox,serial_interval,6,5,522,5,52,0,465,14,43,465,0,0,1.0,0.08771929824561403,0.16129032258064516,0.9122807017543859,11.4,0.8908045977011494
mpox_tunedprompt_target_openrouter_dsv4pro_multi_20260508_openrouter_deepseek-deepseek-v4-pro,mpox,fatality,4,14,92,12,22,2,56,5,29,58,0,0,0.8571428571428571,0.35294117647058826,0.5,0.6470588235294117,2.833333333333333,0.6086956521739131
mpox_tunedprompt_target_openrouter_dsv4pro_multi_20260508_openrouter_deepseek-deepseek-v4-pro,mpox,reproduction_number,9,3,819,3,46,0,770,13,36,770,0,0,1.0,0.061224489795918366,0.11538461538461538,0.9387755102040817,16.333333333333332,0.9401709401709402
mpox_tunedprompt_target_openrouter_dsv4pro_multi_20260508_openrouter_deepseek-deepseek-v4-pro,mpox,serial_interval,6,5,522,5,47,0,470,10,42,470,0,0,1.0,0.09615384615384616,0.17543859649122806,0.9038461538461539,10.399999999999999,0.9003831417624522
mpox_tunedprompt_target_openrouter_dsv4pro_multi_20260508_openrouter_deepseek-deepseek-v4-pro,mpox,serial_interval,11,5,63,5,21,0,37,15,11,37,0,0,1.0,0.19230769230769232,0.32258064516129037,0.8076923076923077,5.199999999999999,0.5873015873015873
prompt_tuned_sparse_boyue_qwen36plus_20260509,covid19,fatality,6,32,2253,31,714,1,1507,511,234,1508,0,0,0.96875,0.04161073825503356,0.0797940797940798,0.9583892617449664,24.032258064516128,0.6688859298712827
prompt_tuned_sparse_boyue_qwen36plus_20260509,covid19,reproduction_number,16,36,575,31,219,5,320,205,45,325,0,0,0.8611111111111112,0.124,0.21678321678321677,0.876,8.064516129032258,0.5565217391304348
prompt_tuned_sparse_boyue_qwen36plus_20260509,mpox,fatality,4,14,92,11,10,3,68,5,16,71,0,0,0.7857142857142857,0.5238095238095238,0.6285714285714286,0.47619047619047616,1.909090909090909,0.7391304347826086
prompt_tuned_sparse_boyue_qwen36plus_20260509,mpox,fatality,7,27,352,26,41,1,284,50,17,285,0,0,0.9629629629629629,0.3880597014925373,0.553191489361702,0.6119402985074627,2.5769230769230766,0.8068181818181818
prompt_tuned_sparse_boyue_qwen36plus_20260509,mpox,fatality,8,14,683,10,50,4,619,10,50,623,0,0,0.7142857142857143,0.16666666666666666,0.2702702702702703,0.8333333333333334,6.0,0.9062957540263543
prompt_tuned_sparse_boyue_qwen36plus_20260509,mpox,fatality,12,16,643,15,79,1,548,18,76,549,0,0,0.9375,0.1595744680851064,0.27272727272727276,0.8404255319148937,6.266666666666667,0.8522550544323484
prompt_tuned_sparse_boyue_qwen36plus_20260509,mpox,reproduction_number,9,3,819,3,3,0,813,5,1,813,0,0,1.0,0.5,0.6666666666666666,0.5,2.0,0.9926739926739927
prompt_tuned_sparse_boyue_qwen36plus_20260509,mpox,serial_interval,5,8,59,5,14,3,37,13,6,40,0,0,0.625,0.2631578947368421,0.37037037037037035,0.736842105263158,3.8000000000000003,0.6271186440677966
prompt_tuned_sparse_boyue_qwen36plus_20260509,mpox,serial_interval,6,5,522,5,15,0,502,13,7,502,0,0,1.0,0.25,0.4,0.75,4.0,0.9616858237547893
prompt_tuned_sparse_boyue_qwen36plus_20260509,mpox,serial_interval,10,15,612,14,14,1,583,20,8,584,0,0,0.9333333333333333,0.5,0.6511627906976745,0.5,2.0,0.9526143790849673
prompt_tuned_sparse_boyue_qwen36plus_20260509,mpox,serial_interval,11,5,63,5,9,0,49,14,0,49,0,0,1.0,0.35714285714285715,0.5263157894736842,0.6428571428571428,2.8,0.7777777777777778
prompt_tuned_sparse_r0recall_boyue_qwen36plus_20260509,covid19,reproduction_number,15,25,709,25,402,0,282,334,93,282,0,0,1.0,0.0585480093676815,0.11061946902654866,0.9414519906323185,17.08,0.39774330042313116
prompt_tuned_sparse_r0recall_boyue_qwen36plus_20260509,covid19,reproduction_number,16,36,575,34,248,2,291,206,76,293,0,0,0.9444444444444444,0.12056737588652482,0.21383647798742136,0.8794326241134752,8.294117647058824,0.5060869565217392
prompt_tuned_ta_boyue_qwen36plus_20260509,mpox,fatality,4,14,92,11,15,3,63,5,21,66,0,0,0.7857142857142857,0.4230769230769231,0.55,0.5769230769230769,2.3636363636363638,0.6847826086956522
smoke_5d_models_20260507_0315_lab_deepseek-3-2,covid19,serial_interval,14,9,84,8,52,1,23,51,9,24,10,0,0.8888888888888888,0.13333333333333333,0.2318840579710145,0.8666666666666667,7.5,0.27380952380952384
smoke_5d_models_20260507_0315_lab_deepseek-3-2,mpox,serial_interval,11,5,26,5,5,0,16,5,5,15,1,0,1.0,0.5,0.6666666666666666,0.5,2.0,0.6153846153846154
smoke_b20_openrouter_gemini_2_5_flash_20260507,mpox,serial_interval,11,5,27,5,12,0,10,7,10,10,0,0,1.0,0.29411764705882354,0.45454545454545453,0.7058823529411764,3.4,0.37037037037037035
smoke_b20_openrouter_gpt_4_1_20260507,mpox,serial_interval,11,5,27,5,5,0,17,5,5,17,0,0,1.0,0.5,0.6666666666666666,0.5,2.0,0.6296296296296297
smoke_batch_multi_20260507,mpox,serial_interval,11,5,27,5,6,0,16,5,6,16,0,0,1.0,0.45454545454545453,0.625,0.5454545454545454,2.2,0.5925925925925926
smoke_batch_multi_b20c3_20260507,mpox,serial_interval,11,5,27,5,5,0,17,5,5,17,0,0,1.0,0.5,0.6666666666666666,0.5,2.0,0.6296296296296297
smoke_batch_multi_b20c3_rqonce_20260507,mpox,serial_interval,11,5,27,5,9,0,13,5,9,13,0,0,1.0,0.35714285714285715,0.5263157894736842,0.6428571428571428,2.8,0.48148148148148145
smoke_batch_multi_b20c3_separated_20260507,mpox,serial_interval,11,5,27,5,5,0,17,5,5,17,0,0,1.0,0.5,0.6666666666666666,0.5,2.0,0.6296296296296297
smoke_batch_multi_b3c4_20260507,mpox,serial_interval,11,5,27,5,7,0,15,6,6,15,0,0,1.0,0.4166666666666667,0.5882352941176471,0.5833333333333333,2.4,0.5555555555555556
smoke_multi_adaptive_llmtier_20260507_lab_deepseek-3-2,mpox,serial_interval,11,5,27,5,4,0,18,6,3,18,0,0,1.0,0.5555555555555556,0.7142857142857143,0.4444444444444444,1.7999999999999998,0.6666666666666666
smoke_multi_adaptive_llmtier_20260507_lab_minimax2-5,mpox,serial_interval,11,5,27,5,4,0,18,7,2,18,0,0,1.0,0.5555555555555556,0.7142857142857143,0.4444444444444444,1.7999999999999998,0.6666666666666666
smoke_multi_highc_llmtier_20260507_boyue_deepseek-v4-pro,mpox,serial_interval,11,5,27,5,2,0,20,6,1,20,0,0,1.0,0.7142857142857143,0.8333333333333333,0.2857142857142857,1.4,0.7407407407407407
smoke_multi_highc_llmtier_20260507_boyue_qwen3-6-plus,mpox,serial_interval,11,5,27,5,2,0,20,7,0,20,0,0,1.0,0.7142857142857143,0.8333333333333333,0.2857142857142857,1.4,0.7407407407407407
smoke_multi_highc_llmtier_20260507_lab2_deepseek-v3-huawei-910b,mpox,serial_interval,11,5,27,5,7,0,15,7,5,15,0,0,1.0,0.4166666666666667,0.5882352941176471,0.5833333333333333,2.4,0.5555555555555556
smoke_multi_smallbatch_llmtier_20260507_boyue_deepseek-v4-pro,mpox,serial_interval,11,5,27,5,2,0,20,7,0,20,0,0,1.0,0.7142857142857143,0.8333333333333333,0.2857142857142857,1.4,0.7407407407407407
smoke_multi_smallbatch_llmtier_20260507_boyue_qwen3-6-plus,mpox,serial_interval,11,5,27,5,2,0,20,7,0,20,0,0,1.0,0.7142857142857143,0.8333333333333333,0.2857142857142857,1.4,0.7407407407407407
smoke_multi_smallbatch_llmtier_20260507_lab2_deepseek-v3-huawei-910b,mpox,serial_interval,11,5,27,5,8,0,14,7,6,14,0,0,1.0,0.38461538461538464,0.5555555555555556,0.6153846153846154,2.5999999999999996,0.5185185185185185
smoke_openrouter_claude_haiku_4_5_20260507,mpox,serial_interval,11,5,27,5,6,0,16,6,5,16,0,0,1.0,0.45454545454545453,0.625,0.5454545454545454,2.2,0.5925925925925926
smoke_openrouter_gemini_2_5_flash_20260507,mpox,serial_interval,11,5,27,5,7,0,15,6,6,15,0,0,1.0,0.4166666666666667,0.5882352941176471,0.5833333333333333,2.4,0.5555555555555556
smoke_openrouter_gpt_4_1_20260507,mpox,serial_interval,11,5,27,5,6,0,16,6,5,16,0,0,1.0,0.45454545454545453,0.625,0.5454545454545454,2.2,0.5925925925925926
smoke_openrouter_gpt_4_1_mini_20260507,mpox,serial_interval,11,5,27,5,5,0,17,5,5,17,0,0,1.0,0.5,0.6666666666666666,0.5,2.0,0.6296296296296297
smoke_openrouter_llama_4_maverick_20260507,mpox,serial_interval,11,5,27,5,8,0,14,5,8,14,0,0,1.0,0.38461538461538464,0.5555555555555556,0.6153846153846154,2.5999999999999996,0.5185185185185185
strategy_binary_strict,covid19,fatality,4,56,345,43,143,13,146,180,6,158,0,0,0.7678571428571429,0.23118279569892472,0.35537190082644626,0.7688172043010753,4.325581395348838,0.42318840579710143
strategy_binary_strict,covid19,fatality,5,48,1882,39,54,9,1780,83,10,1754,0,0,0.8125,0.41935483870967744,0.5531914893617021,0.5806451612903225,2.3846153846153846,0.9458023379383634
strategy_binary_strict,covid19,fatality,6,32,2253,26,416,6,1805,393,49,1778,0,0,0.8125,0.058823529411764705,0.10970464135021096,0.9411764705882353,17.0,0.8011540168664003
strategy_binary_strict,covid19,reproduction_number,7,122,574,88,24,34,428,112,0,462,0,0,0.7213114754098361,0.7857142857142857,0.7521367521367521,0.2142857142857143,1.2727272727272727,0.7456445993031359
strategy_binary_strict,covid19,reproduction_number,8,44,575,42,173,2,358,210,5,358,0,0,0.9545454545454546,0.19534883720930232,0.32432432432432434,0.8046511627906977,5.1190476190476195,0.6226086956521739
strategy_binary_strict,covid19,reproduction_number,15,25,709,25,284,0,400,306,3,398,0,0,1.0,0.08090614886731391,0.1497005988023952,0.919093851132686,12.360000000000001,0.5641748942172073
strategy_binary_strict,covid19,reproduction_number,16,36,575,31,178,5,361,202,7,364,0,0,0.8611111111111112,0.14832535885167464,0.2530612244897959,0.8516746411483254,6.741935483870968,0.6278260869565218
strategy_binary_strict,covid19,reproduction_number,17,15,209,13,67,2,127,78,2,127,0,0,0.8666666666666667,0.1625,0.27368421052631575,0.8375,6.153846153846153,0.6076555023923444
strategy_binary_strict,covid19,serial_interval,11,76,841,70,61,6,704,131,0,708,0,0,0.9210526315789473,0.5343511450381679,0.6763285024154589,0.46564885496183206,1.8714285714285714,0.8370986920332937
strategy_binary_strict,covid19,serial_interval,12,19,145,17,15,2,112,32,0,112,0,1,0.8947368421052632,0.53125,0.6666666666666666,0.46875,1.8823529411764706,0.7724137931034483
tier2_sp_fulltext_p12_v4pro_20260508,covid19,serial_interval,12,19,146,17,23,2,104,29,11,106,0,0,0.8947368421052632,0.425,0.576271186440678,0.575,2.3529411764705883,0.7123287671232876
tier2_sp_fulltext_p12_v4pro_v2_20260508,covid19,serial_interval,12,19,146,17,23,2,104,29,11,106,0,0,0.8947368421052632,0.425,0.576271186440678,0.575,2.3529411764705883,0.7123287671232876
tier2_sp_fulltext_p12_v4pro_v3_20260508,covid19,serial_interval,12,19,146,17,23,2,104,29,11,106,0,0,0.8947368421052632,0.425,0.576271186440678,0.575,2.3529411764705883,0.7123287671232876
